unique.ind,grid.id,detection,season,total.months,days.per.month,total.day.per.year,visit.reason,hunter (Yes/No),distance,signs,freq.sighting,year.obs,sighting.month,sighting.season,other.visit.grids,mean.elevation,median.elevation,village.number,river.length.sum,road.length.sum,slope.mean,presence.absence
331,2379,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,367,367,1,14914.40857,6788.365969,12.33095607,0
332,2267,NO,3,2,9,18,jhum,No,7550,nb,year,2016,NA,NA,2379;2323;2266;2380,252,253.5,0,55214.07716,8442.412393,1.647050614,0
332,2266,NO,3,2,10,20,jhum,No,4000,ds,NA,2005,3,2,2379;2323,299,303,2,9924.049142,8381.035001,4.161443737,0
333,2266,NO,3,3,15,45,jhum,No,4000,ds,year,2014,2,1,NA,299,303,2,9924.049142,8381.035001,4.161443737,0
333,2436,NO,3,5,15,75,rice,No,3000,ds,year,2019,5,2,2266;2323;2322;2379,344,354,0,19427.47582,3169.40136,3.617998366,0
334,2268,NO,3,4,25,100,rice,No,5000,NA,NA,NA,NA,NA,2266;2267,202,202.5,0,43718.76911,2990.341715,1.88163666,0
334,2324,NO,2,1,12,12,hunting,Yes,6000,NA,NA,NA,NA,NA,2266;2267,230,229.5,0,19843.31142,1108.892147,1.779651834,0
334,2325,NO,1,3,12,36,jhum,No,6000,ds,year,2018,11,1,2266;2267;2324,194,194.5,0,126705.5264,5367.929903,2.432426779,0
335,2266,YES,3,12,30,360,village,No,0,ob,month,2020,NA,NA,NA,299,303,2,9924.049142,8381.035001,4.161443737,1
335,2268,YES,3,2,12,24,jhum,No,10000,ob,month,2020,NA,NA,2266;2267,202,202.5,0,43718.76911,2990.341715,1.88163666,1
336,2385,YES,3,12,30,360,village,No,0,ob,month,2020,NA,NA,2386,146,147,0,11594.55247,6879.211124,2.472755667,1
336,2438,NO,3,4,10,40,rice,No,6000,NA,NA,NA,NA,NA,2386;2385;2384;2383;2382;2381,229,229,0,7608.670991,0,1.916783252,0
337,2379,NO,1,3,15,45,jhum,No,3000,ds,year,2016,NA,NA,NA,367,367,1,14914.40857,6788.365969,12.33095607,0
337,2380,NO,1,3,20,60,hunting,Yes,5000,ds,NA,2019,12,1,2379,249,248.5,0,37854.78209,3339.192221,2.780426231,0
337,1928,NO,3,4,5,20,rice,No,6000,ds,NA,2016,NA,NA,2379;2323;2266;2267;2210;2154;2097;2041;1984;1985,643,625,0,10508.57755,0,23.47874083,0
338,2494,NO,3,2,7,14,hunting,Yes,8000,NA,NA,NA,NA,NA,2379;2436;2437,250,249.5,0,20584.32464,0,2.20343589,0
338,2495,YES,3,2,7,14,hunting,Yes,6000,ds,NA,2021,3,2,2379;2436;2437;2494,227,229,0,23205.42398,0,1.782044903,1
339,2323,NO,3,2,9,18,jhum,No,4650,nb,month,2019,NA,NA,2379;2322,280,270,0,21961.79444,5050.200447,8.791729415,0
339,2436,NO,1,1,15,15,trapping,Yes,1000,ob,NA,2011,NA,NA,2379,344,354,0,19427.47582,3169.40136,3.617998366,0
339,2380,NO,1,2,15,30,trapping,Yes,1000,NA,NA,NA,NA,NA,2379,249,248.5,0,37854.78209,3339.192221,2.780426231,0
340,2493,YES,2,1,7,7,hunting,Yes,8000,ds,year,2021,3,2,2379;2436,302,298.5,0,13409.25991,0,2.465445011,1
340,2494,YES,1,3,10,30,hunting,Yes,7000,nb,NA,2021,NA,NA,2379;2436;2437,250,249.5,0,20584.32464,0,2.20343589,1
340,2495,YES,1,3,10,30,hunting,Yes,7000,nb,NA,2021,NA,NA,2379;2436;2437;2438,227,229,0,23205.42398,0,1.782044903,1
340,2496,YES,2,1,15,15,hunting,Yes,7000,nb,NA,2021,NA,NA,2379;2436;2437;2438;2495,207,208,0,12884.77753,842.2584226,1.503624047,1
341,2208,NO,3,4,20,80,rice,No,1000,ds,month,2017,6,2,NA,413,391.5,1,5321.306698,0,15.34408691,0
341,2209,NO,3,4,20,80,hunting,Yes,3000,ds,year,2018,NA,NA,2208,290,292,0,29088.85852,5144.634454,2.35247095,0
342,2209,NO,1,1,15,15,hunting,Yes,6000,ds,year,2018,12,1,2208,290,292,0,29088.85852,5144.634454,2.35247095,0
342,2267,YES,3,5,15,75,rice,No,3000,ob,year,2020,NA,NA,2208;2266,252,253.5,0,55214.07716,8442.412393,1.647050614,1
342,2323,NO,3,5,15,75,rice,No,3000,ob,year,2019,NA,NA,2208;2265;2266,280,270,0,21961.79444,5050.200447,8.791729415,0
343,2265,YES,3,3,30,90,rice,No,5000,ds,year,2021,6,2,2208,489,501.5,1,6100.74554,847.7218256,17.66770663,1
344,2383,NO,1,2,5,10,trapping,Yes,10000,ds,NA,2017,NA,NA,2208;2209;2266;2267;2324;2325;2383;2384,166,165,1,50156.61324,9162.142998,2.535725423,0
345,2265,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,2208,489,501.5,1,6100.74554,847.7218256,17.66770663,0
346,2210,NO,2,1,8,8,hunting,Yes,5000,ds,month,2018,NA,NA,2266;2209,242,241,0,36262.51259,0,2.173042442,0
346,2266,NO,2,1,8,8,hunting,Yes,7000,ds,NA,2016,NA,NA,NA,299,303,2,9924.049142,8381.035001,4.161443737,0
346,2323,NO,2,1,10,10,hunting,Yes,10000,ds,month,2016,NA,NA,2266,280,270,0,21961.79444,5050.200447,8.791729415,0
346,2324,YES,2,1,10,10,hunting,Yes,15000,nb,month,2020,NA,NA,2266;2267,230,229.5,0,19843.31142,1108.892147,1.779651834,1
347,2210,NO,1,5,15,75,trapping,Yes,5000,ds,NA,2015,NA,NA,2265;2266;2209,242,241,0,36262.51259,0,2.173042442,0
347,2267,NO,1,5,15,75,trapping,Yes,6000,ds,year,2016,NA,NA,2265;2266,252,253.5,0,55214.07716,8442.412393,1.647050614,0
347,2268,YES,1,5,15,75,trapping,Yes,8000,nb,month,2020,NA,NA,2265;2266;2267,202,202.5,0,43718.76911,2990.341715,1.88163666,1
347,2325,YES,1,5,15,75,trapping,Yes,6000,ds,month,2020,NA,NA,2265;2266;2267;2324,194,194.5,0,126705.5264,5367.929903,2.432426779,1
348,2210,YES,2,2,20,40,jhum,No,4000,nb,year,2021,3,2,2265;2266,242,241,0,36262.51259,0,2.173042442,1
348,2267,YES,1,1,20,20,jhum,No,6000,nb,year,2021,NA,NA,2265;2266,252,253.5,0,55214.07716,8442.412393,1.647050614,1
349,2266,NO,1,2,20,40,trapping,Yes,1000,ds,year,2008,NA,NA,2265,299,303,2,9924.049142,8381.035001,4.161443737,0
349,2209,NO,3,3,25,75,jhum,No,5000,ds,year,2017,NA,NA,2266,290,292,0,29088.85852,5144.634454,2.35247095,0
349,2267,YES,3,3,20,60,jhum,No,6000,nb,month,2021,NA,NA,2265;2266,252,253.5,0,55214.07716,8442.412393,1.647050614,1
349,2498,YES,3,3,20,60,hunting,Yes,4000,ob,month,2021,10,1,2265;2266;2267;2325;2324;2383;2441,163,163,0,16002.36085,0,2.056715912,1
350,2388,NO,3,12,20,240,transit,No,25000,nb,month,2019,NA,NA,2265;2266;2267;2387;2386;2324;2325;2383;2384;2385;2386;2387,131,131.5,1,0,3236.584595,1.316983591,0
351,2152,NO,3,4,14,56,rice,No,2000,ds,NA,2019,NA,NA,NA,411,394,0,4238.888656,6429.572877,10.76720203,0
352,2153,YES,1,1,10,10,bamboo,No,1000,ds,year,2021,NA,NA,2152,225,224,0,19915.88251,4692.588876,2.019199891,1
353,2211,NO,3,2,7,14,hunting,Yes,7140,ds,NA,1993,NA,NA,2266;2209;2210,192,190,0,15912.68856,5455.060276,1.886432473,0
354,2267,YES,3,2,20,40,jhum,No,3000,nb,year,2020,NA,NA,2266,252,253.5,0,55214.07716,8442.412393,1.647050614,1
356,2210,YES,2,1,30,30,jhum,No,4000,nb,year,2020,NA,NA,2266;2209,242,241,0,36262.51259,0,2.173042442,1
357,2270,NO,1,3,10,30,trapping,Yes,12000,ds,NA,2019,NA,NA,2266;2267;2268;2269,144,143,0,0,0,1.443611176,0
358,2266,YES,2,1,7,7,hunting,Yes,2000,ds,NA,2020,3,2,NA,299,303,2,9924.049142,8381.035001,4.161443737,1
358,2323,NO,3,3,10,30,hunting,Yes,4000,ds,year,2017,NA,NA,2266,280,270,0,21961.79444,5050.200447,8.791729415,0
358,2210,YES,2,1,7,7,hunting,Yes,5000,ds,year,2021,3,2,2266;2209,242,241,0,36262.51259,0,2.173042442,1
359,2210,YES,3,4,25,100,rice,No,5000,ds,month,2020,11,1,2212;2211,242,241,0,36262.51259,0,2.173042442,1
360,2212,YES,3,12,30,360,village,No,0,ds,year,2020,11,1,NA,152,148,1,19366.06951,2102.914864,2.035085812,1
360,2210,NO,2,1,7,7,hunting,Yes,5000,ds,NA,2015,NA,NA,2212;2211,242,241,0,36262.51259,0,2.173042442,0
361,2326,YES,3,2,8,16,hunting,Yes,10000,ds,NA,2020,12,1,NA,155,150,1,110090.8147,1458.48419,2.214828139,1
362,2326,YES,1,2,10,20,trapping,Yes,1000,ds,week,2020,1,1,NA,155,150,1,110090.8147,1458.48419,2.214828139,1
362,2325,NO,1,2,15,30,jhum,No,2000,ds,year,2016,12,1,2326,194,194.5,0,126705.5264,5367.929903,2.432426779,0
363,2326,NO,1,2,20,40,rice,No,1000,nb,week,2018,11,1,NA,155,150,1,110090.8147,1458.48419,2.214828139,0
364,2326,NO,3,3,25,75,jhum,No,2000,ds,week,2017,11,1,NA,155,150,1,110090.8147,1458.48419,2.214828139,0
365,2381,YES,3,2,10,20,hunting,Yes,5000,ds,week,2021,10,1,2326;2325;2382,222,222,0,18128.59463,3041.505644,1.847745235,1
366,2325,NO,3,3,30,90,rice,No,2000,ds,year,2017,NA,NA,2326,194,194.5,0,126705.5264,5367.929903,2.432426779,0
366,2268,YES,1,2,4,8,hunting,Yes,2000,ds,month,2020,NA,NA,2326;2325,202,202.5,0,43718.76911,2990.341715,1.88163666,1
367,2325,YES,2,3,30,90,rice,No,2000,nb,month,2021,10,1,2326,194,194.5,0,126705.5264,5367.929903,2.432426779,1
368,2269,YES,1,1,7,7,palm,No,2000,ds,NA,2021,6,2,NA,153,146,1,18254.09954,3478.92908,2.34440696,1
369,2269,YES,3,4,10,40,rice,No,1000,nb,week,2021,10,1,NA,153,146,1,18254.09954,3478.92908,2.34440696,1
370,2269,NO,1,4,10,40,trapping,Yes,4000,ds,year,2019,10,1,NA,153,146,1,18254.09954,3478.92908,2.34440696,0
371,2212,YES,3,4,30,120,rice,No,1000,ob,month,2020,6,2,2269,152,148,1,19366.06951,2102.914864,2.035085812,1
371,2268,YES,1,3,5,15,trapping,Yes,1000,ob,month,2020,12,1,2269,202,202.5,0,43718.76911,2990.341715,1.88163666,1
372,2268,YES,1,2,10,20,hunting,Yes,1000,ds,week,2021,2,1,2269,202,202.5,0,43718.76911,2990.341715,1.88163666,1
372,2211,NO,3,3,20,60,trapping,Yes,2000,ds,NA,2015,NA,NA,2269;2212,192,190,0,15912.68856,5455.060276,1.886432473,0
373,2326,YES,1,3,15,45,trapping,Yes,2000,ds,NA,2020,12,1,NA,155,150,1,110090.8147,1458.48419,2.214828139,1
374,2326,YES,1,2,15,30,hunting,Yes,2000,nb,week,2020,NA,NA,NA,155,150,1,110090.8147,1458.48419,2.214828139,1
374,2325,NO,1,1,20,20,trapping,Yes,2000,ds,NA,2018,10,1,2326,194,194.5,0,126705.5264,5367.929903,2.432426779,0
375,2326,NO,3,4,25,100,rice,No,2000,ds,year,2017,NA,NA,NA,155,150,1,110090.8147,1458.48419,2.214828139,0
376,2326,NO,1,4,20,80,trapping,Yes,1000,ds,week,2017,NA,NA,NA,155,150,1,110090.8147,1458.48419,2.214828139,0
377,2381,YES,1,3,20,60,trapping,Yes,7000,ds,year,2021,10,1,2326;2325;2324,222,222,0,18128.59463,3041.505644,1.847745235,1
378,2268,YES,3,3,7,21,hunting,Yes,4000,ds,NA,2020,NA,NA,2326;2325,202,202.5,0,43718.76911,2990.341715,1.88163666,1
379,2325,NO,3,4,20,80,rice,No,2000,ds,NA,2013,NA,NA,2326,194,194.5,0,126705.5264,5367.929903,2.432426779,0
379,2326,NO,3,4,20,80,rice,No,500,ds,NA,2011,NA,NA,NA,155,150,1,110090.8147,1458.48419,2.214828139,0
379,2269,NO,3,5,20,100,rice,No,1000,ds,year,2019,NA,NA,2326,153,146,1,18254.09954,3478.92908,2.34440696,0
380,2325,YES,1,1,20,20,jhum,No,1000,nb,week,2021,10,1,2326,194,194.5,0,126705.5264,5367.929903,2.432426779,1
381,2325,YES,1,1,20,20,jhum,No,2000,nb,week,2021,11,1,2326,194,194.5,0,126705.5264,5367.929903,2.432426779,1
382,2326,YES,3,5,15,75,rice,No,500,nb,week,2020,NA,NA,NA,155,150,1,110090.8147,1458.48419,2.214828139,1
382,2382,YES,3,4,10,40,rice,No,4000,nb,week,2020,NA,NA,2326;2325,193,192.5,0,71353.38093,3644.345854,1.77300354,1
382,2268,YES,3,5,10,50,rice,No,2000,nb,week,2020,NA,NA,2326;2269,202,202.5,0,43718.76911,2990.341715,1.88163666,1
383,2325,YES,3,2,14,28,hunting,Yes,2000,ds,year,2020,3,2,2326,194,194.5,0,126705.5264,5367.929903,2.432426779,1
384,2385,NO,2,3,25,75,rice,No,5000,ds,NA,2011,NA,NA,2386,146,147,0,11594.55247,6879.211124,2.472755667,0
385,2385,NO,3,12,30,360,village,No,0,ds,year,2017,NA,NA,2386,146,147,0,11594.55247,6879.211124,2.472755667,0
386,2386,NO,1,3,30,90,hunting,Yes,4000,ds,year,2018,NA,NA,NA,141,142,1,1517.289429,6968.459179,1.979988113,0
387,2443,NO,3,4,15,60,rice,No,2000,ds,year,2019,NA,NA,2386,143,144,0,0,3898.129927,2.264821315,0
387,2386,NO,3,3,10,30,rice,No,2000,ds,month,2018,NA,NA,NA,141,142,1,1517.289429,6968.459179,1.979988113,0
388,2443,YES,3,3,15,45,jhum,No,3000,ds,week,2020,NA,NA,2386,143,144,0,0,3898.129927,2.264821315,1
389,2443,NO,1,1,25,25,jhum,No,4000,ds,year,2016,NA,NA,2387;2386,143,144,0,0,3898.129927,2.264821315,0
390,2388,YES,3,2,15,30,hunting,Yes,7000,nb,week,2020,NA,NA,2387,131,131.5,1,0,3236.584595,1.316983591,1
390,2387,NO,3,12,30,360,village,No,0,nb,NA,2017,NA,NA,NA,137,137,1,0,4488.71239,1.67858674,0
391,2443,NO,2,1,7,7,hunting,Yes,2000,ds,NA,2016,NA,NA,2387;2444,143,144,0,0,3898.129927,2.264821315,0
391,2384,YES,3,4,25,100,rice,No,6000,ds,year,2020,11,1,2387;2386;2385,150,151,1,36420.58042,7206.738283,2.25219984,1
392,2443,YES,3,3,15,45,trapping,Yes,3000,ds,week,2020,NA,NA,2387;2386,143,144,0,0,3898.129927,2.264821315,1
392,2444,NO,2,1,10,10,hunting,Yes,2000,ds,NA,2018,NA,NA,2387,136,136,0,0,7170.554684,1.610641697,0
392,2384,NO,1,4,10,40,hunting,Yes,6000,NA,NA,NA,NA,NA,2387;2386;2385,150,151,1,36420.58042,7206.738283,2.25219984,0
393,2444,NO,3,4,30,120,rice,No,3000,NA,year,NA,NA,NA,2387,136,136,0,0,7170.554684,1.610641697,0
393,2387,NO,3,3,15,45,rice,No,1000,NA,year,NA,NA,NA,NA,137,137,1,0,4488.71239,1.67858674,0
394,2443,YES,1,3,14,42,trapping,Yes,4000,ds,NA,2021,11,1,2388;2387;2386,143,144,0,0,3898.129927,2.264821315,1
395,2388,YES,1,3,15,45,trapping,Yes,1000,ds,year,2021,2,1,NA,131,131.5,1,0,3236.584595,1.316983591,1
396,2446,YES,1,3,6,18,hunting,Yes,3000,ds,year,2020,11,1,2388,128,128,0,0,5684.483214,1.342524442,1
397,2498,NO,1,2,5,10,hunting,Yes,6000,ds,year,2016,NA,NA,2388;2444;2443;2442;2499,163,163,0,16002.36085,0,2.056715912,0
397,2445,NO,2,2,15,30,rice,No,3000,ds,year,2019,7,2,2388,129,129.5,0,0,5376.438276,1.227998799,0
397,2388,NO,1,4,10,40,trapping,Yes,1000,ds,NA,2019,2,1,NA,131,131.5,1,0,3236.584595,1.316983591,0
398,2445,NO,3,3,9,27,hunting,Yes,1000,NA,NA,NA,NA,NA,NA,129,129.5,0,0,5376.438276,1.227998799,0
398,2388,NO,2,1,8,8,hunting,Yes,1000,ds,NA,2017,NA,NA,NA,131,131.5,1,0,3236.584595,1.316983591,0
399,2096,NO,3,3,10,30,jhum,No,1000,ds,month,2015,NA,NA,2152;2153,273,251.5,0,5315.341324,9258.374493,7.550713816,0
400,2153,NO,3,4,15,60,rice,No,1000,ds,month,2019,NA,NA,2152,225,224,0,19915.88251,4692.588876,2.019199891,0
401,1818,NO,3,3,3,9,hunting,Yes,6000,ds,NA,2014,NA,NA,1874;1875,303,293,1,65746.13328,7387.912777,7.188135049,0
402,1816,YES,1,1,4,4,firewood_coll,No,8000,ds,month,2021,12,1,1874;1817,456,453,0,4742.6826,0,21.26509442,1
402,1874,YES,3,12,30,360,village,No,0,nb,week,2020,10,1,NA,284,272,1,27081.15508,4638.757493,13.44784328,1
402,1932,NO,1,1,4,4,firewood_coll,No,4000,NA,NA,NA,NA,NA,1874;1875,191,187.5,0,25997.83015,4256.460358,2.254068675,0
402,1875,NO,1,1,4,4,firewood_coll,No,2000,NA,NA,NA,NA,NA,1874,237,238.5,0,78497.50069,8148.083312,4.706930169,0
403,1874,YES,3,4,5,20,toko_coll,No,2000,ds,year,2021,1,1,NA,284,272,1,27081.15508,4638.757493,13.44784328,1
403,1875,NO,3,4,6,24,cane_coll,No,2190,ds,NA,2017,12,1,1874,237,238.5,0,78497.50069,8148.083312,4.706930169,0
404,1874,NO,3,3,5,15,hunting,Yes,1000,ds,month,2011,1,1,NA,284,272,1,27081.15508,4638.757493,13.44784328,0
404,1818,YES,1,1,3,3,bamboo,No,1000,ob,year,2021,NA,NA,1874;1875,303,293,1,65746.13328,7387.912777,7.188135049,1
405,1930,YES,1,4,20,80,trapping,Yes,2000,nb,week,2021,11,1,1931,216,223,1,44861.82826,5208.723809,3.769617498,1
405,1988,YES,3,4,10,40,rice,No,3000,nb,week,2021,9,1,1931,174,172,0,97001.06476,6327.161045,0.931402224,1
405,1931,YES,2,1,3,3,transit,No,1000,ds,NA,2020,NA,NA,NA,195,195,2,105177.5774,10319.46593,3.462791344,1
406,1930,YES,1,3,6,18,hunting,Yes,2000,ds,NA,2020,NA,NA,1931,216,223,1,44861.82826,5208.723809,3.769617498,1
406,1991,YES,1,2,7,14,trapping,Yes,8000,nb,week,2021,NA,NA,1931;1874;1875;1932;1933;1934,151,150.5,0,43674.12229,4897.127763,1.777625579,1
406,1933,NO,3,12,30,360,village,No,0,ds,NA,2006,NA,NA,1931;1874;1875;1932,225,235,2,63097.20109,7194.171658,6.417716884,0
407,1931,NO,1,3,2,6,hunting,Yes,1000,NA,NA,NA,NA,NA,NA,195,195,2,105177.5774,10319.46593,3.462791344,0
407,1933,NO,2,2,7,14,fishing,No,5000,ob,month,2016,NA,NA,1931;1874;1875;1932,225,235,2,63097.20109,7194.171658,6.417716884,0
407,1875,YES,1,3,6,18,trapping,Yes,1000,nb,year,2021,NA,NA,1931;1874,237,238.5,0,78497.50069,8148.083312,4.706930169,1
408,1703,NO,1,4,7,28,trapping,Yes,2000,ds,NA,2003,NA,NA,1704,499,477,0,39210.69504,3738.512225,19.74366851,0
409,1704,NO,3,3,10,30,rice,No,3000,ds,NA,2019,NA,NA,NA,408,429,1,30227.41183,6598.634163,14.38923069,0
410,1703,NO,3,3,25,75,rice,No,1000,ds,NA,2019,NA,NA,1704,499,477,0,39210.69504,3738.512225,19.74366851,0
410,1876,YES,3,2,6,12,hunting,Yes,2000,ds,NA,2020,12,1,1704;1761;1818;1819,244,234,0,62916.36702,771.8225715,8.048818058,1
411,1703,NO,3,5,15,75,trapping,Yes,3000,ds,NA,2009,NA,NA,1704,499,477,0,39210.69504,3738.512225,19.74366851,0
411,1875,YES,3,5,6,30,trapping,Yes,8000,ds,year,2020,3,2,1704;1761;1818,237,238.5,0,78497.50069,8148.083312,4.706930169,1
411,1704,NO,3,5,15,75,trapping,Yes,3000,NA,NA,NA,NA,NA,NA,408,429,1,30227.41183,6598.634163,14.38923069,0
412,1933,NO,3,3,5,15,hunting,Yes,1000,ds,NA,2007,NA,NA,1704;1761;1818;1819;1876,225,235,2,63097.20109,7194.171658,6.417716884,0
412,1934,NO,1,4,7,28,trapping,Yes,12500,ds,NA,2011,NA,NA,1704;1761;1818;1819;1876;1933,167,166,1,44626.14784,9539.165937,3.099217163,0
412,1704,NO,2,1,8,8,hunting,Yes,3000,NA,NA,NA,NA,NA,NA,408,429,1,30227.41183,6598.634163,14.38923069,0
412,1876,YES,2,1,7,7,hunting,Yes,3000,nb,month,2020,NA,NA,1704;1761;1818;1819,244,234,0,62916.36702,771.8225715,8.048818058,1
412,1703,NO,2,1,8,8,hunting,Yes,4000,NA,NA,NA,NA,NA,1704,499,477,0,39210.69504,3738.512225,19.74366851,0
413,1934,YES,3,5,3,15,trapping,Yes,2000,nb,NA,2021,7,2,1818;1875;1932;1933,167,166,1,44626.14784,9539.165937,3.099217163,1
413,1817,NO,2,1,9,9,hunting,Yes,4000,ds,year,2014,NA,NA,1818,399,394,0,15717.41869,0,22.49300144,0
414,1875,YES,2,1,9,9,hunting,Yes,9000,ob,NA,2021,11,1,1818,237,238.5,0,78497.50069,8148.083312,4.706930169,1
414,1819,NO,2,3,30,90,rice,No,3000,nb,NA,2011,NA,NA,1818,325,321.5,0,8640.890434,0,12.14352811,0
415,1875,NO,3,5,6,30,trapping,Yes,2000,ds,NA,2011,11,1,1818,237,238.5,0,78497.50069,8148.083312,4.706930169,0
415,1818,NO,1,4,6,24,trapping,Yes,2000,ds,year,2018,NA,NA,NA,303,293,1,65746.13328,7387.912777,7.188135049,0
416,1818,NO,1,2,15,30,hunting,Yes,3000,ds,month,2019,NA,NA,NA,303,293,1,65746.13328,7387.912777,7.188135049,0
416,1817,YES,1,3,5,15,trapping,Yes,1000,nb,month,2021,11,1,1818,399,394,0,15717.41869,0,22.49300144,1
417,1874,YES,1,2,8,16,hunting,Yes,2000,ds,NA,2020,11,1,1818;1875,284,272,1,27081.15508,4638.757493,13.44784328,1
417,1818,NO,2,1,7,7,hunting,Yes,500,ds,NA,1993,NA,NA,NA,303,293,1,65746.13328,7387.912777,7.188135049,0
418,1818,YES,1,3,15,45,trapping,Yes,2000,ob,year,2021,7,2,NA,303,293,1,65746.13328,7387.912777,7.188135049,1
419,1818,NO,2,2,10,20,rice,No,500,ds,NA,2019,NA,NA,NA,303,293,1,65746.13328,7387.912777,7.188135049,0
419,1875,YES,1,3,4,12,trapping,Yes,1000,ds,year,2020,NA,NA,1818,237,238.5,0,78497.50069,8148.083312,4.706930169,1
420,1987,NO,1,1,15,15,palm,No,2000,NA,NA,NA,NA,NA,1929;1986,188,186,0,100526.1448,741.5828737,1.691153181,0
420,1932,NO,2,3,20,60,rice,No,4000,nb,year,2019,NA,NA,1929;1930;1931,191,187.5,0,25997.83015,4256.460358,2.254068675,0
420,1877,YES,3,2,7,14,hunting,Yes,3000,ds,year,2021,11,1,1929;1930;1931;1933;1876,216,228,0,65486.26315,0,16.78905261,1
421,1987,NO,3,3,30,90,vegetable,No,4000,NA,NA,NA,NA,NA,1929;1930,188,186,0,100526.1448,741.5828737,1.691153181,0
421,1928,NO,1,4,10,40,trapping,Yes,7000,ds,NA,2012,NA,NA,1929,643,625,0,10508.57755,0,23.47874083,0
422,1872,YES,3,3,30,90,rice,No,3000,nb,week,2021,NA,NA,1929,431,434.5,0,16653.72249,1382.741173,21.76671155,1
423,1872,NO,3,4,20,80,trapping,Yes,3000,NA,NA,NA,NA,NA,1930;1929,431,434.5,0,16653.72249,1382.741173,21.76671155,0
423,1934,YES,2,1,2,2,hunting,Yes,1000,ob,week,2021,NA,NA,1930;1874;1875;1932;1933,167,166,1,44626.14784,9539.165937,3.099217163,1
423,1935,NO,1,1,4,4,transit,No,10000,ds,NA,2017,NA,NA,1930;1874;1875;1932;1933;1934,144,141,1,20942.65309,8236.698127,2.271782135,0
423,1931,NO,1,4,5,20,hunting,Yes,1000,ds,month,2004,NA,NA,1930,195,195,2,105177.5774,10319.46593,3.462791344,0
424,1987,NO,2,3,20,60,rice,No,3000,NA,NA,NA,NA,NA,1929;1930,188,186,0,100526.1448,741.5828737,1.691153181,0
424,1986,YES,2,3,15,45,rice,No,3000,nb,week,2020,NA,NA,1929,279,251.5,2,24742.87949,7011.649355,8.883913455,1
424,1988,NO,1,2,15,30,trapping,Yes,6000,nb,NA,2014,1,1,1929;1930;1931,174,172,0,97001.06476,6327.161045,0.931402224,0
425,1987,YES,1,4,15,60,trapping,Yes,3000,ds,week,2020,2,1,1929;1986,188,186,0,100526.1448,741.5828737,1.691153181,1
426,1987,YES,3,4,30,120,rice,No,4000,ds,week,2020,6,2,1929;1986,188,186,0,100526.1448,741.5828737,1.691153181,1
427,1987,NO,1,2,20,40,silkworm,No,3000,ds,NA,2011,12,1,1929,188,186,0,100526.1448,741.5828737,1.691153181,0
427,1986,YES,1,4,7,28,trapping,Yes,1000,ds,month,2020,3,2,1929,279,251.5,2,24742.87949,7011.649355,8.883913455,1
428,1929,YES,3,5,20,100,rice,No,2000,ds,year,2020,12,1,NA,390,404,2,7904.354474,5265.927208,16.34364429,1
428,1987,YES,3,5,20,100,rice,No,3000,nb,week,2021,6,2,1929;1930,188,186,0,100526.1448,741.5828737,1.691153181,1
428,1930,YES,3,4,20,80,rice,No,2000,nb,week,2020,NA,NA,1929,216,223,1,44861.82826,5208.723809,3.769617498,1
429,2044,NO,3,2,4,8,hunting,Yes,7000,ds,NA,2017,NA,NA,1929;1986;2043,157,155.5,0,108337.127,1109.485628,1.236014103,0
430,2044,NO,3,5,14,70,rice,No,7000,ds,year,2017,9,1,1929;1986;2043,157,155.5,0,108337.127,1109.485628,1.236014103,0
431,2044,NO,3,3,30,90,vegetable,No,7000,ds,NA,2006,10,1,1929;1986;2043,157,155.5,0,108337.127,1109.485628,1.236014103,0
432,2044,NO,3,4,10,40,rice,No,7000,ob,NA,2011,3,2,1929;1986;2043,157,155.5,0,108337.127,1109.485628,1.236014103,0
432,1931,YES,3,3,15,45,hunting,Yes,3000,ds,NA,2021,5,2,1929;1930,195,195,2,105177.5774,10319.46593,3.462791344,1
433,2044,YES,2,3,30,90,vegetable,No,7000,nb,week,2020,1,1,1929;1986;2043,157,155.5,0,108337.127,1109.485628,1.236014103,1
434,1931,YES,1,1,2,2,fishing,No,3000,ds,NA,2021,10,1,1929;1930,195,195,2,105177.5774,10319.46593,3.462791344,1
434,1930,YES,3,4,14,56,trapping,Yes,5000,ds,week,2020,11,1,1929,216,223,1,44861.82826,5208.723809,3.769617498,1
435,2044,YES,1,3,15,45,trapping,Yes,6000,ds,NA,2021,11,1,1929;1986;2043,157,155.5,0,108337.127,1109.485628,1.236014103,1
436,1929,YES,3,12,30,360,village,No,0,nb,month,2021,11,1,NA,390,404,2,7904.354474,5265.927208,16.34364429,1
437,1987,YES,2,2,7,14,rice,No,2660,nb,month,2021,8,2,1929;1986,188,186,0,100526.1448,741.5828737,1.691153181,1
437,2045,NO,2,2,8,16,rice,No,6600,ds,year,2005,3,2,1929;1986;2043;2044,154,154.5,0,14865.29185,5039.620043,1.468627945,0
437,2044,NO,3,3,7,21,rice,No,4020,ds,year,2011,12,1,1929;1986;2043,157,155.5,0,108337.127,1109.485628,1.236014103,0
438,1986,YES,3,3,15,45,mithun,No,2000,nb,NA,2021,11,1,NA,279,251.5,2,24742.87949,7011.649355,8.883913455,1
439,1987,YES,3,4,20,80,trapping,Yes,3000,nb,week,2021,NA,NA,1986,188,186,0,100526.1448,741.5828737,1.691153181,1
